Vendor,PurchaseOrder,Item,Description,Quantity,CancelQuantity,QuantityDemandedFinal,EnteredReceivedQuantity,EarlyDeliveryDate,ReceivedDate,DeliveryTime,RemainingQuantity,PercentOfQuantityReceived,ReturnQuantity,PercentOfQuantityReturned
1,562,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-09-29,2017-09-29,0,0.0,1.0,0.0,0.0
3,566,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-09-29,2017-09-29,0,0.0,1.0,0.0,0.0
1,567,21,URINE AND STOOL COLLECTION PAN,25.0,0.0,25.0,25,2017-09-30,2017-09-29,1,0.0,1.0,0.0,0.0
5,578,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-11,2017-10-02,9,0.0,1.0,0.0,0.0
1,580,42,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2017-10-01,2017-10-02,-1,0.0,1.0,0.0,0.0
1,587,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-10-03,2017-10-02,1,0.0,1.0,0.0,0.0
1,588,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-02,2017-10-02,0,0.0,1.0,0.0,0.0
1,590,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-05,2017-10-02,3,0.0,1.0,0.0,0.0
1,592,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-05,2017-10-02,3,0.0,1.0,0.0,0.0
1,597,42,PUMP INFUSION IV 6.05.13,1.0,0.0,1.0,1,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
1,598,1,GLOVES EXAM LG PF,5.0,0.0,5.0,5,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
5,599,7,Pacemaker Kappa 7500,10.0,0.0,10.0,10,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
1,600,1,GLOVES EXAM LG PF,6.0,0.0,6.0,6,2017-10-06,2017-10-03,3,0.0,1.0,0.0,0.0
1,603,21,URINE AND STOOL COLLECTION PAN,10.0,0.0,10.0,10,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
1,606,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
1,607,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-10,2017-10-03,7,0.0,1.0,0.0,0.0
1,608,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
1,609,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
1,610,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-03,2017-10-03,0,0.0,1.0,0.0,0.0
8,614,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-07,2017-10-04,3,0.0,1.0,0.0,0.0
8,614,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-07,2017-10-04,3,0.0,1.0,0.0,0.0
8,618,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-07,2017-10-04,3,0.0,1.0,0.0,0.0
1,621,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-07,2017-10-04,3,0.0,1.0,0.0,0.0
5,630,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-07,2017-10-04,3,0.0,1.0,0.0,0.0
1,633,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-04,2017-10-04,0,0.0,1.0,0.0,0.0
1,634,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-04,2017-10-04,0,0.0,1.0,0.0,0.0
5,627,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-07,2017-10-04,3,0.0,1.0,0.0,0.0
1,640,15,PORTABLE X-RAY MACHINE,1.0,0.0,1.0,1,2017-10-05,2017-10-05,0,0.0,1.0,0.0,0.0
8,641,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-11,2017-10-05,6,0.0,1.0,0.0,0.0
8,643,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-05,2017-10-05,0,0.0,1.0,0.0,0.0
1,646,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-08,2017-10-05,3,0.0,1.0,0.0,0.0
8,651,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-06,2017-10-06,0,0.0,1.0,0.0,0.0
8,654,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-09,2017-10-06,3,0.0,1.0,0.0,0.0
1,557,MC70,Android HH,2.0,0.0,2.0,2,2017-09-29,2017-10-06,-7,0.0,1.0,0.0,0.0
1,557,MICROSCOPE BULBS,Microscope Bulbs,1.0,0.0,1.0,1,2017-09-29,2017-10-06,-7,0.0,1.0,0.0,0.0
1,557,SNAKE VENOM,Snake Venom Kit,1.0,0.0,1.0,1,2017-09-29,2017-10-06,-7,0.0,1.0,0.0,0.0
1,557,MC70,Android HH,2.0,0.0,2.0,2,2017-09-29,2017-10-06,-7,0.0,1.0,0.0,0.0
8,657,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-09,2017-10-06,3,0.0,1.0,0.0,0.0
8,660,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-09,2017-10-06,3,0.0,1.0,0.0,0.0
4,663,MC70,Android HH,1.0,0.0,1.0,1,2017-10-06,2017-10-06,0,0.0,1.0,0.0,0.0
8,669,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-09,2017-10-09,0,0.0,1.0,0.0,0.0
1003,685,70,24x24x2 Filter,1.0,0.0,1.0,1,2017-10-09,2017-10-09,0,0.0,1.0,0.0,0.0
1003,686,70,24x24x2 Filter,1.0,0.0,1.0,1,2017-10-09,2017-10-09,0,0.0,1.0,0.0,0.0
1003,687,70,24x24x2 Filter,3.0,0.0,3.0,3,2017-10-09,2017-10-09,0,0.0,1.0,0.0,0.0
4,707,MC70,MC70 Handheld,1.0,0.0,1.0,1,2017-10-10,2017-10-10,0,0.0,1.0,0.0,0.0
1003,708,70,24x24x2 Filter,1.0,0.0,1.0,1,2017-10-10,2017-10-10,0,0.0,1.0,0.0,0.0
8,729,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,3,2017-10-11,2017-10-11,0,-7.0,0.3,0.0,0.0
8,730,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,10,2017-10-11,2017-10-11,0,0.0,1.0,0.0,0.0
8,636,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-04,2017-10-11,-7,0.0,1.0,0.0,0.0
8,734,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-13,2017-10-11,2,0.0,1.0,0.0,0.0
2,735,323116,"Office Depot(R) Brand Stainless Steel Ruler, 12",1.0,0.0,1.0,1,2017-10-16,2017-10-11,5,0.0,1.0,0.0,0.0
5,736,7,Pacemaker Kappa 7500,10.0,0.0,10.0,10,2017-10-11,2017-10-11,0,0.0,1.0,1.0,0.1
1012,738,P100,Pruning,1.0,0.0,1.0,1,2017-10-11,2017-10-11,0,0.0,1.0,0.0,0.0
8,740,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-11,2017-10-11,0,0.0,1.0,1.0,1.0
1,744,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-10-11,2017-10-11,0,0.0,1.0,0.0,0.0
1,744,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2017-10-11,2017-10-11,0,0.0,1.0,0.0,0.0
1,744,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2017-10-11,2017-10-11,0,0.0,1.0,0.0,0.0
1,746,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2017-10-17,2017-10-11,6,0.0,1.0,0.0,0.0
1,746,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-10-17,2017-10-11,6,0.0,1.0,0.0,0.0
1,746,2,TAPE TRANSPORE SURG 1X10 YDS,10.0,0.0,10.0,10,2017-10-17,2017-10-11,6,0.0,1.0,0.0,0.0
5,748,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-11,2017-10-11,0,0.0,1.0,0.0,0.0
5,750,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2016-01-01,2016-01-01,0,0.0,1.0,0.0,0.0
1003,753,70,24x24x2 Filter,2.0,0.0,2.0,2,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
1,755,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-13,2017-10-12,1,0.0,1.0,0.0,0.0
3,758,16,XPS 15,3.0,0.0,3.0,3,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
3,759,16,XPS 15,3.0,0.0,3.0,3,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
1,760,1,GLOVES EXAM LG PF,6.0,0.0,6.0,6,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
1,761,1,GLOVES EXAM LG PF,6.0,0.0,6.0,3,2017-10-12,2017-10-12,0,-3.0,0.5,0.0,0.0
1,761,1,GLOVES EXAM LG PF,6.0,0.0,6.0,1,2017-10-12,2017-10-12,0,-5.0,0.16666666666666666,0.0,0.0
1,761,1,GLOVES EXAM LG PF,6.0,0.0,6.0,1,2017-10-12,2017-10-12,0,-5.0,0.16666666666666666,0.0,0.0
1,763,1,GLOVES EXAM LG PF,5.0,0.0,5.0,2,2017-10-12,2017-10-12,0,-3.0,0.4,0.0,0.0
8,764,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,764,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,764,32,STEM HIP FITMORE  A SIZE 8,1.0,0.0,1.0,1,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,765,29,STEM HIP FITMORE  A SIZE 6,5.0,0.0,5.0,3,2017-10-12,2017-10-12,0,-2.0,0.6,0.0,0.0
8,765,31,STEM HIP FITMORE  A SIZE 7,5.0,0.0,5.0,7,2017-10-12,2017-10-12,0,2.0,0.9555555555555556,0.0,0.0
8,765,32,STEM HIP FITMORE  A SIZE 8,3.0,0.0,3.0,3,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,767,29,STEM HIP FITMORE  A SIZE 6,5.0,0.0,5.0,3,2017-10-12,2017-10-12,0,-2.0,0.6,0.0,0.0
8,767,31,STEM HIP FITMORE  A SIZE 7,5.0,0.0,5.0,7,2017-10-12,2017-10-12,0,2.0,0.9555555555555556,0.0,0.0
8,767,32,STEM HIP FITMORE  A SIZE 8,3.0,0.0,3.0,3,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
1,768,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-11-28,2017-10-12,47,0.0,1.0,0.0,0.0
1,770,1,GLOVES EXAM LG PF,10.0,0.0,10.0,13,2017-10-12,2017-10-12,0,3.0,0.9666666666666668,0.0,0.0
8,774,78,STEM HIP FITMORE  A SIZE 6,5.0,0.0,5.0,1,2017-10-17,2017-10-12,5,-4.0,0.2,0.0,0.0
1,776,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,777,25,STEM HIP FITMORE  A SIZE 2,5.0,0.0,5.0,5,2017-10-12,2017-10-12,0,0.0,1.0,1.0,0.2
1,778,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
1,778,80,GLOVES EXAM LG PF,2.0,0.0,2.0,2,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,780,28,STEM HIP FITMORE  A SIZE 5,10.0,0.0,10.0,10,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
8,780,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,10,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
6,781,P100,Portable X-Ray Machine,1.0,0.0,1.0,1,2017-10-12,2017-10-12,0,0.0,1.0,0.0,0.0
1,785,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-10-17,2017-10-13,4,0.0,1.0,0.0,0.0
5,793,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-13,2017-10-13,0,0.0,1.0,0.0,0.0
1,808,1,GLOVES EXAM LG PF,6.0,0.0,6.0,6,2017-10-13,2017-10-13,0,0.0,1.0,0.0,0.0
1,824,100,GLOVES EXAM MED PF,59.0,0.0,59.0,59,2017-10-14,2017-10-14,0,0.0,1.0,0.0,0.0
1,824,13,"SYRINGE/NDL, INSULIN 1CC 25GX5/8""",81.0,0.0,81.0,81,2017-10-14,2017-10-14,0,0.0,1.0,15.0,0.1851851851851852
1,824,41,FACIAL TISSUE,4990.0,0.0,4990.0,4990,2017-10-14,2017-10-14,0,0.0,1.0,0.0,0.0
5,803,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-13,2017-10-14,-1,0.0,1.0,0.0,0.0
5,93,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-06-23,2017-10-14,-113,0.0,1.0,0.0,0.0
5,829,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-17,2017-10-14,3,0.0,1.0,0.0,0.0
1,832,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-15,2017-10-15,0,0.0,1.0,0.0,0.0
1,833,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-15,2017-10-15,0,0.0,1.0,0.0,0.0
5,864,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-18,2017-10-15,3,0.0,1.0,1.0,1.0
8,875,8,STEM FEMORAL SOLID LG 165,1.0,0.0,1.0,1,2017-10-16,2017-10-16,0,0.0,1.0,0.0,0.0
5,874,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-18,2017-10-16,2,0.0,1.0,0.0,0.0
1,878,1,GLOVES EXAM LG PF,6.0,0.0,6.0,6,2017-10-17,2017-10-16,1,0.0,1.0,0.0,0.0
8,880,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2017-10-17,2017-10-16,1,0.0,1.0,0.0,0.0
1003,881,70,24x24x2 Filter,1.0,0.0,1.0,1,2017-10-16,2017-10-16,0,0.0,1.0,0.0,0.0
5,884,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-19,2017-10-16,3,0.0,1.0,0.0,0.0
5,892,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-17,2017-10-17,0,0.0,1.0,0.0,0.0
1,893,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-17,2017-10-17,0,0.0,1.0,0.0,0.0
8,894,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-31,2017-10-17,14,0.0,1.0,0.0,0.0
1,895,1,GLOVES EXAM LG PF,6.0,0.0,6.0,6,2017-10-18,2017-10-17,1,0.0,1.0,0.0,0.0
5,896,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-25,2017-10-17,8,0.0,1.0,0.0,0.0
5,897,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-25,2017-10-17,8,0.0,1.0,1.0,1.0
1,898,1,GLOVES EXAM LG PF,6.0,0.0,6.0,6,2017-10-24,2017-10-17,7,0.0,1.0,0.0,0.0
1021,903,EDAN U50,Edan U50 Diagnostic Ultrasound System,1.0,0.0,1.0,1,2017-10-18,2017-10-17,1,0.0,1.0,0.0,0.0
5,904,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-19,2017-10-17,2,0.0,1.0,0.0,0.0
5,905,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-17,2017-10-17,0,0.0,1.0,0.0,0.0
5,906,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-25,2017-10-17,8,0.0,1.0,1.0,1.0
4,907,16,XPS 15,5.0,0.0,5.0,5,2017-10-17,2017-10-17,0,0.0,1.0,0.0,0.0
1,919,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-18,2017-10-18,0,0.0,1.0,0.0,0.0
1,925,45,MOUSE LAB ALBINO THREE WEEKS OLD,25.0,0.0,25.0,25,2017-10-18,2017-10-18,0,0.0,1.0,0.0,0.0
1,925,42,PUMP INFUSION IV 6.05.13,4.0,0.0,4.0,4,2017-10-18,2017-10-18,0,0.0,1.0,0.0,0.0
1,926,3,"STERI-STRIP 1/4"" X 3"" WHITE",5.0,0.0,5.0,5,2017-10-19,2017-10-19,0,0.0,1.0,0.0,0.0
8,931,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-10-19,2017-10-19,0,0.0,1.0,0.0,0.0
1,933,1,GLOVES EXAM LG PF,10.0,0.0,10.0,10,2017-10-19,2017-10-19,0,0.0,1.0,0.0,0.0
5,935,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-31,2017-10-19,12,0.0,1.0,0.0,0.0
8,938,1,GLOVES EXAM LG PF,2.0,0.0,2.0,2,2017-10-19,2017-10-19,0,0.0,1.0,0.0,0.0
8,938,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-19,2017-10-19,0,0.0,1.0,0.0,0.0
8,942,29,STEM HIP FITMORE  A SIZE 6,10.0,0.0,10.0,7,2017-10-19,2017-10-19,0,-3.0,0.7,2.0,0.2857142857142857
5,947,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-10-22,2017-10-19,3,0.0,1.0,0.0,0.0
1,953,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-20,2017-10-20,0,0.0,1.0,0.0,0.0
1,954,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-20,2017-10-20,0,0.0,1.0,0.0,0.0
8,962,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-27,2017-10-24,3,0.0,1.0,0.0,0.0
8,964,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-27,2017-10-24,3,0.0,1.0,0.0,0.0
1,965,45,MOUSE LAB ALBINO THREE WEEKS OLD,25.0,0.0,25.0,25,2017-10-26,2017-10-24,2,0.0,1.0,0.0,0.0
1,965,42,PUMP INFUSION IV 6.05.13,4.0,0.0,4.0,4,2017-10-26,2017-10-24,2,0.0,1.0,0.0,0.0
1,965,3,"STERI-STRIP 1/4"" X 3"" WHITE",1.0,0.0,1.0,1,2017-10-26,2017-10-24,2,0.0,1.0,0.0,0.0
8,966,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-10-26,2017-10-24,2,0.0,1.0,0.0,0.0
1,968,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-10-25,2017-10-25,0,0.0,1.0,0.0,0.0
1,975,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-11-02,2017-10-31,2,0.0,1.0,0.0,0.0
3,976,16,XPS 15,3.0,0.0,3.0,3,2017-11-23,2017-11-01,22,0.0,1.0,0.0,0.0
3,977,16,XPS 15,2.0,0.0,2.0,2,2017-11-01,2017-11-01,0,0.0,1.0,0.0,0.0
3,982,16,XPS 15,3.0,0.0,3.0,1,2017-11-28,2017-11-01,27,-2.0,0.3333333333333333,0.0,0.0
3,982,16,XPS 15,3.0,0.0,3.0,2,2017-11-28,2017-11-01,27,-1.0,0.6666666666666666,0.0,0.0
2,985,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Size Paper, 20",2.0,0.0,2.0,2,2017-11-02,2017-11-02,0,0.0,1.0,0.0,0.0
2,985,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Size Paper, 20",2.0,0.0,2.0,2,2017-11-02,2017-11-02,0,0.0,1.0,0.0,0.0
3,983,16,XPS 15,3.0,0.0,3.0,3,2017-11-21,2017-11-02,19,0.0,1.0,0.0,0.0
1,986,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-11-02,2017-11-02,0,0.0,1.0,0.0,0.0
1,987,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-11-02,2017-11-02,0,0.0,1.0,0.0,0.0
1,988,42,PUMP INFUSION IV 6.05.13,3.0,0.0,3.0,3,2017-11-02,2017-11-02,0,0.0,1.0,0.0,0.0
1,989,42,PUMP INFUSION IV 6.05.13,2.0,0.0,2.0,2,2017-11-02,2017-11-02,0,0.0,1.0,0.0,0.0
8,984,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-15,2017-11-02,13,0.0,1.0,0.0,0.0
3,990,16,XPS 15,3.0,0.0,3.0,3,2017-11-28,2017-11-02,26,0.0,1.0,0.0,0.0
1,992,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,7,2017-11-22,2017-11-06,16,-3.0,0.7,0.0,0.0
5,993,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-11-06,2017-11-06,0,0.0,1.0,0.0,0.0
8,995,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-29,2017-11-07,22,0.0,1.0,0.0,0.0
5,999,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-11-08,2017-11-08,0,0.0,1.0,0.0,0.0
5,1000,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2017-11-10,2017-11-08,2,0.0,1.0,0.0,0.0
1,998,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-11-08,2017-11-08,0,0.0,1.0,0.0,0.0
1,1001,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-11-10,2017-11-08,2,0.0,1.0,0.0,0.0
8,1002,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-23,2017-11-08,15,0.0,1.0,0.0,0.0
8,1004,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-16,2017-11-08,8,0.0,1.0,0.0,0.0
8,1005,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-15,2017-11-09,6,0.0,1.0,0.0,0.0
3,1006,16,XPS 15,3.0,0.0,3.0,3,2017-11-10,2017-11-09,1,0.0,1.0,0.0,0.0
8,1016,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-16,2017-11-09,7,0.0,1.0,0.0,0.0
8,1019,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-30,2017-11-10,20,0.0,1.0,0.0,0.0
8,1025,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-22,2017-11-13,9,0.0,1.0,0.0,0.0
1,1026,21,URINE AND STOOL COLLECTION PAN,10.0,0.0,10.0,10,2017-11-13,2017-11-13,0,0.0,1.0,0.0,0.0
1003,1027,70,24x24x2 Filter,1.0,0.0,1.0,1,2017-11-13,2017-11-13,0,0.0,1.0,0.0,0.0
1003,1028,70,24x24x2 Filter,1.0,0.0,1.0,1,2017-11-13,2017-11-14,-1,0.0,1.0,0.0,0.0
1,1038,21,URINE AND STOOL COLLECTION PAN,10.0,0.0,10.0,10,2017-11-15,2017-11-15,0,0.0,1.0,0.0,0.0
1021,1039,123456,OPMI S3 Opthalmic Surgical Microscope - Pre-Owned,1.0,0.0,1.0,1,2017-11-16,2017-11-15,1,0.0,1.0,0.0,0.0
8,1042,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-16,2017-11-15,1,0.0,1.0,0.0,0.0
8,1042,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-16,2017-11-15,1,0.0,1.0,0.0,0.0
1,1031,100,GLOVES EXAM MED PF,5.0,0.0,5.0,5,2017-11-17,2017-11-17,0,0.0,1.0,0.0,0.0
8,1052,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-24,2017-11-17,7,0.0,1.0,0.0,0.0
8,1057,29,STEM HIP FITMORE  A SIZE 6,3.0,0.0,3.0,3,2017-11-22,2017-11-21,1,0.0,1.0,3.0,1.0
8,1058,29,STEM HIP FITMORE  A SIZE 6,5.0,0.0,5.0,5,2017-11-23,2017-11-21,2,0.0,1.0,0.0,0.0
6,1059,MRI,MRI,1.0,0.0,1.0,1,2018-01-05,2017-11-21,45,0.0,1.0,1.0,1.0
8,1067,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,1,2017-11-24,2017-11-21,3,0.0,1.0,0.0,0.0
1,1070,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-11-22,2017-11-21,1,0.0,1.0,0.0,0.0
8,1071,31,STEM HIP FITMORE  A SIZE 7,1.0,0.0,1.0,2,2017-11-21,2017-11-21,0,1.0,0.8888888888888888,0.0,0.0
1,1073,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2017-11-24,2017-11-22,2,0.0,1.0,0.0,0.0
8,1074,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-29,2017-11-27,2,0.0,1.0,0.0,0.0
8,1076,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2017-11-30,2017-11-28,2,0.0,1.0,0.0,0.0
5,1077,ADV ULTRASOUND,Advanced Ultrasound Machine,1.0,0.0,1.0,1,2016-11-01,2017-11-29,-393,0.0,1.0,0.0,0.0
8,1079,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-01-02,2017-11-30,33,0.0,1.0,0.0,0.0
8,1085,29,STEM HIP FITMORE  A SIZE 6,4.0,0.0,4.0,4,2017-12-03,2017-11-30,3,0.0,1.0,0.0,0.0
3,1086,TABLET,Android Tablet,5.0,0.0,5.0,3,2017-11-30,2017-11-30,0,-2.0,0.6,0.0,0.0
3,1087,TABLET,Android Tablet,3.0,0.0,3.0,3,2017-11-30,2017-11-30,0,0.0,1.0,0.0,0.0
1,1089,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2017-12-04,2017-12-04,0,0.0,1.0,0.0,0.0
1,1089,4,"NEEDLE  27G X 1/2""",1.0,0.0,1.0,1,2017-12-04,2017-12-04,0,0.0,1.0,0.0,0.0
1,1089,6,SURFACE ART LPS-FLEX EF 3-4 10,1.0,0.0,1.0,1,2017-12-04,2017-12-04,0,0.0,1.0,0.0,0.0
1,1091,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2017-12-08,2017-12-04,4,0.0,1.0,0.0,0.0
1,1091,4,"NEEDLE  27G X 1/2""",1.0,0.0,1.0,1,2017-12-08,2017-12-04,4,0.0,1.0,0.0,0.0
1,1091,6,SURFACE ART LPS-FLEX EF 3-4 10,1.0,0.0,1.0,1,2017-12-08,2017-12-04,4,0.0,1.0,0.0,0.0
1,1090,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2017-12-04,2017-12-04,0,0.0,1.0,0.0,0.0
1,1092,3,"STERI-STRIP 1/4"" X 3"" WHITE",10.0,0.0,10.0,10,2017-12-05,2017-12-04,1,0.0,1.0,0.0,0.0
